nome;is_person;role_detail;role_group;numero_episodio;dubbing_type
XAVI MOLAS HERNÁNDEZ;TRUE;Técnicos FX - In Extremis Film Services;Special Effects;El desorden que dejas S01E03;
ERIC NIETO DE SANDE;TRUE;Técnicos FX - In Extremis Film Services;Special Effects;El desorden que dejas S01E03;
JUAN GALIÑANES;TRUE;Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;
JESÚS BELLO;TRUE;Director de Fotografía;Cinematographers;El desorden que dejas S01E03;
CARLA PÉREZ;TRUE;Script;Script and Continuity Department;El desorden que dejas S01E03;
FRANCESC JIMÉNEZ;TRUE;Script;Script and Continuity Department;El desorden que dejas S01E03;
JACOBO S-D ROSÓN;TRUE;Aiudante de Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;
MARCOS RODRÍGUEZ LÓPEZ;TRUE;Auxiliar de Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;
MARTÍN RAMUDO;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
ISABEL REGA;TRUE;Foquista;Camera and Electrical Department;El desorden que dejas S01E03;
YAIZA GONZÁLEZ;TRUE;Auxiliar de Cámara;Camera and Electrical Department;El desorden que dejas S01E03;
JUAN FIGUEIRAS;TRUE;Gaffer;Camera and Electrical Department;El desorden que dejas S01E03;
VÍCTOR MANUEL VIGO PRIETO;TRUE;DIT;Camera and Electrical Department;El desorden que dejas S01E03;
SARA HERMO;TRUE;Video Assist;Camera and Electrical Department;El desorden que dejas S01E03;
JUAN GAY;TRUE;Sonido;Sound Department;El desorden que dejas S01E03;
XAVI SOUTO;TRUE;Sonido;Sound Department;El desorden que dejas S01E03;
DANIEL FERNÁNDEZ;TRUE;Sonido;Sound Department;El desorden que dejas S01E03;
FRANCESC JIMÉNEZ;TRUE;Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;
GUSTAVO BALZA;TRUE;Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;
CARLA GUTIÉRREZ RODAL;TRUE;Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;
SILVIA IGLESIAS;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
AARÓN SABURIDO REPRESA;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
RUBEN MARIÑO;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
SEBASTIÁN GABÍN VIDELA;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
JOSÉ DÍAZ;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
ELÍAS RODRÍGUEZ POMBAR;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
PABLO VALENCIANO;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
PABLO SÁNCHEZ CABALEIRO;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
ALBERTO REGUEIRA FUERTES;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
DANIEL VIUDEZ;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
ELENA BAHAMONDE;TRUE;Video Assist;Camera and Electrical Department;El desorden que dejas S01E03;
EREA PÉREZ;TRUE;Maquillaje y Peluquería;Makeup Department;El desorden que dejas S01E03;
LOLA NAVEIRA;TRUE;Maquillaje y Peluquería;Makeup Department;El desorden que dejas S01E03;
SONIA RODRÍGUEZ GARCÍA;TRUE;Maquillaje y Peluquería;Makeup Department;El desorden que dejas S01E03;
CHEMA SILVA CHORÉN;TRUE;Sonido;Sound Department;El desorden que dejas S01E03;
XAVIER SOUTO;TRUE;Sonido;Sound Department;El desorden que dejas S01E03;
CRISTINA JUNQUERA MÉNDEZ;TRUE;Arte;Art Department;El desorden que dejas S01E03;
MARIOLA ROMERO GALLARDO;TRUE;Arte;Art Department;El desorden que dejas S01E03;
PAU ALBÍN KOPECKY;TRUE;Arte;Art Department;El desorden que dejas S01E03;
JOSÉ MANUEL MOLINOS (MOLI);TRUE;Arte;Art Department;El desorden que dejas S01E03;
OLALLA TESOURO;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;
CRISTINA POMBO;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;
JULIA RODRÍGUEZ;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;
LETICIA DELGADO;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;
YOLANDA PEÓN;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;
SARA CASTRO GALÁN;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;
VÍCTOR MAÑANA;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
LUÍS RAMÍREZ SALGADO;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
PABLO DÍAZ;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
SERGIO ABAD;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
PABLO PORTELA;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
J.M. RUBIDO (CARIÑO);TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
DAVID OTERO;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
IRIA VARELA;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
JORGE CASTRO LÓPEZ;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
M.A. BARRI;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;
RUBÉN MARIÑO;TRUE;Conductor;Music Department;El desorden que dejas S01E03;
CÉSAR PENEDO;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
WILFREDO PIÑA;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
PABLO VALENCIANO;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
ANTONIO LABANDEIRA;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
JUAN SOTELO LORENZO;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
ÓSCAR SOTELO ROJO;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
JAIRO MAHUGO MONTILLA;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
NOELIA RODRÍGUEZ COSTA;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
IVAN FERNÁNDEZ ÁLVAREZ;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
TEO ARCOS TAXES;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
JOSÉ CORUXO;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;
JONÁS SOUTO;TRUE;Arte;Art Department;El desorden que dejas S01E03;
IGNACIO FERNÁNDEZ;TRUE;Arte;Art Department;El desorden que dejas S01E03;
RAMIRO RODRÍGUEZ DOS SANTOS;TRUE;Arte;Art Department;El desorden que dejas S01E03;
BENI;TRUE;Arte;Art Department;El desorden que dejas S01E03;
BERNARDINO IGLESIAS;TRUE;Arte;Art Department;El desorden que dejas S01E03;
CRISTINA MORALES;TRUE;Coordinadora de Producción;Production Managers;El desorden que dejas S01E03;
RAQUEL HERMO BEADE;TRUE;Cost-controller;Additional Crew;El desorden que dejas S01E03;
TELLY M. LAMIGUEIRO;TRUE;Directora Financiera;Additional Crew;El desorden que dejas S01E03;
HEBER FERNÁNDEZ;TRUE;Desarrollo de Proyectos;Additional Crew;El desorden que dejas S01E03;
ROSA GARCÍA;TRUE;Prensa y Comunicación;Additional Crew;El desorden que dejas S01E03;
CARLOS MONTERO;TRUE;Director;Directors;El desorden que dejas S01E03;
XACOBE SANZ;TRUE;Director de Producción;Production Managers;El desorden que dejas S01E03;
EL DESORDEN CREA;FALSE;Desarrollo Creativo;Miscellaneous Companies;El desorden que dejas S01E03;
LOLI IGLESIAS;TRUE;Coordinadora de Postproducción;Editorial Department;El desorden que dejas S01E03;
VANESSA GARCÍA;TRUE;Ayudante de Montaje;Editorial Department;El desorden que dejas S01E03;
DELUXE SPAIN;FALSE;Estudio de Postproducción;Miscellaneous Companies;El desorden que dejas S01E03;
JUANJO CARRETERO;TRUE;Director de Operaciones;Additional Crew;El desorden que dejas S01E03;
INMA FERNÁNDEZ-MONTES;TRUE;Coordinación de Postproducción;Editorial Department;El desorden que dejas S01E03;
PAULA LIDÓN CAÑADA;TRUE;Coordinación de Postproducción;Editorial Department;El desorden que dejas S01E03;
VANESSA RUIZ-LÁRREA;TRUE;Directora Comercial;Additional Crew;El desorden que dejas S01E03;
DIEGO GARCÍA;TRUE;Director de Ventas Media Services;Additional Crew;El desorden que dejas S01E03;
MARIO MARTÍNEZ DUQUE;TRUE;Conformado;Editorial Department;El desorden que dejas S01E03;
CHEMA ALBA;TRUE;Color;Editorial Department;El desorden que dejas S01E03;
ANDRÉS LOPETEGUI;TRUE;Color;Editorial Department;El desorden que dejas S01E03;
NACHO PLATERO;TRUE;Grafismo;Art Department;El desorden que dejas S01E03;
RUBÉN RIVAS;TRUE;Grafismo;Art Department;El desorden que dejas S01E03;
FUMIAKI KOBAYASHI MÁRQUEZ;TRUE;Grafismo;Art Department;El desorden que dejas S01E03;
ASTRID MAYOR RAMIS;TRUE;Grafismo;Art Department;El desorden que dejas S01E03;
MANEX ZABALA;TRUE;Grafismo;Art Department;El desorden que dejas S01E03;
DIANA LABRADOR;TRUE;Coordinadora de Subtítulos;Editorial Department;El desorden que dejas S01E03;
MARÍA ARJONA-PUJALS;TRUE;Subtítulos;Editorial Department;El desorden que dejas S01E03;
EVA DE MARÍA ALONSO;TRUE;Subtítulos;Editorial Department;El desorden que dejas S01E03;
PABLO POLO;TRUE;Mastering;Editorial Department;El desorden que dejas S01E03;
ELENA ARACÓ;TRUE;Mastering;Editorial Department;El desorden que dejas S01E03;
ESTER PERICAS;TRUE;Mastering;Editorial Department;El desorden que dejas S01E03;
LUIS ESCALADA;TRUE;Mastering;Editorial Department;El desorden que dejas S01E03;
RAFA FLORIDO;TRUE;Masterización VOD;Editorial Department;El desorden que dejas S01E03;
RODRIGO WALLACE;TRUE;Masterización VOD;Editorial Department;El desorden que dejas S01E03;
JUANJO RODRÍGUEZ;TRUE;Masterización VOD;Editorial Department;El desorden que dejas S01E03;
IÑIGO GÓMEZ;TRUE;Masterización VOD;Editorial Department;El desorden que dejas S01E03;
RICARDO LEAL;TRUE;Data Management;Editorial Department;El desorden que dejas S01E03;
FERNANDO GONZÁLEZ;TRUE;Data Management;Editorial Department;El desorden que dejas S01E03;
DAVID GARCÍA DEL POZO;TRUE;Data Management;Editorial Department;El desorden que dejas S01E03;
ÁLVARO GARCÍA;TRUE;Data Management;Editorial Department;El desorden que dejas S01E03;
MANUEL VÁZQUEZ;TRUE;Data Management;Editorial Department;El desorden que dejas S01E03;
JESÚS CANO;TRUE;Data Management;Editorial Department;El desorden que dejas S01E03;
MARC ORTS;TRUE;Supervisor Departamento de Sonido;Sound Department;El desorden que dejas S01E03;
ALEJANDRO LÓPEZ;TRUE;Montaje y Mezclas;Sound Department;El desorden que dejas S01E03;
ANNA HARRINGTON;TRUE;Montadora de Diálogos;Sound Department;El desorden que dejas S01E03;
LAIA CASANOVAS;TRUE;Montadores de Efectos;Sound Department;El desorden que dejas S01E03;
BOI MARTÍNEZ;TRUE;Montadores de Efectos;Sound Department;El desorden que dejas S01E03;
JUAN RUBIO;TRUE;Ayudantes de Montaje de Sonido;Sound Department;El desorden que dejas S01E03;
REBECA UNDERFELD;TRUE;Ayudantes de Montaje de Sonido;Sound Department;El desorden que dejas S01E03;
MARC GONELL;TRUE;Efectos de Sala;Sound Department;El desorden que dejas S01E03;
MARTA VICENTE;TRUE;Técnico de Grabación de Efectos;Sound Department;El desorden que dejas S01E03;
CURRO MUÑOZ;TRUE;Supervisor Departamento VFX;Visual Effects;El desorden que dejas S01E03;
DARIO BASILE;TRUE;Producción VFX;Visual Effects;El desorden que dejas S01E03;
LARA GÓMEZ DEL PULGAR;TRUE;Coordinadora VFX;Visual Effects;El desorden que dejas S01E03;
RICARDO G. ELIPE;TRUE;Supervisor VFX;Visual Effects;El desorden que dejas S01E03;
PABLO LAMOSA;TRUE;Asistencia Supervisión VFX;Visual Effects;El desorden que dejas S01E03;
ESTEBAN RODRÍGUEZ;TRUE;Asistencia Supervisión VFX;Visual Effects;El desorden que dejas S01E03;
VÍCTOR GARCÍA;TRUE;Editor VFX;Visual Effects;El desorden que dejas S01E03;
ASÍS GÓMEZ;TRUE;Artistas VFX;Visual Effects;El desorden que dejas S01E03;
FERNANDO GONZÁLEZ BOUZA;TRUE;Artistas VFX;Visual Effects;El desorden que dejas S01E03;
PEDRO LARA;TRUE;Artistas VFX;Visual Effects;El desorden que dejas S01E03;
BORIS RODRÍGUEZ;TRUE;Artistas VFX;Visual Effects;El desorden que dejas S01E03;
ION SANZ;TRUE;Artistas VFX;Visual Effects;El desorden que dejas S01E03;
USER T38;FALSE;Diseño de la Cabecera;Special Effects Companies;El desorden que dejas S01E03;
NATALIA MONTES;TRUE;Realización;Additional Crew;El desorden que dejas S01E03;
RAÚL MONGE;TRUE;Diseño;Art Department;El desorden que dejas S01E03;
ALBERTO SÁNCHEZ;TRUE;Diseño;Art Department;El desorden que dejas S01E03;
NOA RODRÍGUEZ;TRUE;Diseño;Art Department;El desorden que dejas S01E03;
LAURA CAVIA;TRUE;Composición 2D;Visual Effects;El desorden que dejas S01E03;
JOAQUÍN GUTIÉRREZ;TRUE;Composición 2D;Visual Effects;El desorden que dejas S01E03;
MARINA ALBERCH;TRUE;Animación Logo;Animation Department;El desorden que dejas S01E03;
NURIA MATEOS;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
OSCAR VILLAGRÁN BURAGLIA;TRUE;Producción;Production Managers;El desorden que dejas S01E03;
Xoel López;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
García Cabezón;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
Xoel López;TRUE;Interpretado por;Composers;El desorden que dejas S01E03;
Esmerarte Industrias Creativas SL;FALSE;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;
Luis Rozalen;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
Juan Carlos Ordoñez;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
Discode;TRUE;Interpretada por;Composers;El desorden que dejas S01E03;
Elephant Records;FALSE;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;
James Thomas;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
Rush Week;TRUE;Interpretada por;Composers;El desorden que dejas S01E03;
Elephant Records;FALSE;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;
Chenta Tsai Tseng;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
Putochinomaricón;TRUE;Interpretada por;Composers;El desorden que dejas S01E03;
Elephant Records;FALSE;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;
Alejandro López;TRUE;Escrito;Composers;El desorden que dejas S01E03;
Alejandro López;TRUE;Interpretado por;Composers;El desorden que dejas S01E03;
Alejandro López;TRUE;Cortesía de;Composers;El desorden que dejas S01E03;
Joseph Moore;TRUE;Escrito;Composers;El desorden que dejas S01E03;
Madeline Mae;TRUE;Escrito;Composers;El desorden que dejas S01E03;
Maddie Mae;TRUE;Interpretado por;Composers;El desorden que dejas S01E03;
Elephant Records;FALSE;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;
Guille Milkyway;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
La casa azul;TRUE;Interpretado por;Composers;El desorden que dejas S01E03;
Elephant Records;FALSE;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;
Iván González;TRUE;Escrito por;Composers;El desorden que dejas S01E03;
