nome;is_person;role_detail;role_group;numero_episodio;dubbing_type
DELUXE SPAIN;FALSE;Postproducción de sonido;Miscellaneous Companies;El desorden que dejas S01E03;
DELUXE SPAIN;FALSE;Estudio Efectos Visuales;Miscellaneous Companies;El desorden que dejas S01E03;
DELUXE 103;FALSE;Estudios de Doblaje;Miscellaneous Companies;El desorden que dejas S01E03;
DELUXE SPAIN;FALSE;Subtitulado;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL CELANOVA;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL FRANCISCO II;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL BARCELÓ OURENSE;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL ALTIANA;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL AVENIDA;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL PLAZA;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
RECTORAL DE ANSEMIL;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
JARDINES PAZO A FÁBRICA;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL MIRAVALLE;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
HOTEL RÍAZOR;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
GRAN HOTEL DE LUGO;FALSE;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;
TAPREGA;FALSE;Prevención Riesgos Laborales;Miscellaneous Companies;El desorden que dejas S01E03;
AON;FALSE;Seguro de Rodaje;Miscellaneous Companies;El desorden que dejas S01E03;
REMIRO LIMPIEZAS;FALSE;Limpieza;Miscellaneous Companies;El desorden que dejas S01E03;
FLOOR CLEANING;FALSE;Limpieza;Miscellaneous Companies;El desorden que dejas S01E03;
GLOBALIA CORPORATE TRAVEL;FALSE;Agencia de Viajes;Miscellaneous Companies;El desorden que dejas S01E03;
ASESORÍA CRISTINA MARTÍNEZ;FALSE;Asesoría;Miscellaneous Companies;El desorden que dejas S01E03;
JAVIER VÁZQUEZ;FALSE;Servicios Legales;Miscellaneous Companies;El desorden que dejas S01E03;
GARRIGUES;FALSE;Servicios Legales;Miscellaneous Companies;El desorden que dejas S01E03;
CAIXABANK;FALSE;Servicios Financieros;Miscellaneous Companies;El desorden que dejas S01E03;
DANIELLE SCHLEIF;TRUE;Traducciones Inglès;Additional Crew;El desorden que dejas S01E03;
NICOLÁS AIKIN;TRUE;Traducciones Inglès;Additional Crew;El desorden que dejas S01E03;
JOSÉ ÁNGEL ARES;TRUE;Storyboard;Art Department;El desorden que dejas S01E03;
FERNANDO DEL POZO;TRUE;Grafista;Art Department;El desorden que dejas S01E03;
LORENZO DOMÍNGUEZ GARCÍA;TRUE;Dibujante;Art Department;El desorden que dejas S01E03;
Concello de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Escuela Oficial de Idiomas de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Celanova;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
IES Celso Emilio Ferreiro Celanova;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Autoridad Portuaria de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Jefatura Provincial de Tráfico de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Policía Municipal de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Casa Castilla La Mancha de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Hop! Estudio;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Parroquia de Santa Eulalia de Liáns;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Universidade da Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Centro Universitario de Riazor;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
La Normal;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Escuela Técnica Superior de Náutica;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Máquinas de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Hospital del Socorro;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Aspronaga;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
CEE Nuestra Señora de Lourdes;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Policía Municipal de Celanova;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Centro Sociocultural de Celanova – Xunta de Galicia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Café Bar Bohemia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Ribadavia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Protección Civil de Ribadavia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Centro Sociocultural de Ribadavia – Xunta de Galicia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Confederación Hidrográfica Miño-Sil;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Bande;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Protección Civil de Bande;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Fundación Aquae Querquennæ Via Nova;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de A Capela;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de A Laracha;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Protección Civil A Laracha;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Betanzos;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Cambre;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Carral;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Coirós;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Culleredo;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Oleiros;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Oroso;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Miño;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Santiago de Compostela;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Concello de Sober;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Jefatura Provincial de Tráfico de Lugo;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Complexo Hospitalario Universitario de Ferrol;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Naturgy;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
ESADG;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Consellería de Educación, Universidade e Formación Profesional;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Consellería de Política Social;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Consellería de Sanidade e Servizo Galego de Saúde;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Consellería de Medioambiente, Territorio e Vivenda;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Augas de Galicia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Fede Pérez;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Jorge Souto;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Ramisa Projects & Fun;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Gadis;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Luis Tourón (Unique);FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Adolfo Domínguez;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Andrés Machado;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Cecilia de Rafael SAMBURU;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Certina;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Eme;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
GAPO;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Merc;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Mira para min;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Oky;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Punto Blanco;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Sandro;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Selmark;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Swatch;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Época;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Un burro de cine;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Cuarto Ropero;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Hotel Plaza;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Hotel Riazor;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Escola de Imaxe e Son de Vigo;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Escola de Imaxe e Son de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Toyota España;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
DS Automóviles España;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Dirección General de la Guardia Civil;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
BQ España;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Power Case Ibérica (Vant);FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Duravit España;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Chicon Medical;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Primux trading;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Kaotiko;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Eme Mode;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Paco y Lola Adega e Viñedos;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
HGA Bodegas y Viñedos de Altura;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Mabo Farma;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Marquide licores;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Lenda Pet Food;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Piensos Lobo Azul;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Ataúdes Gallego;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Luis Cabezal Prevención;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
La vida es Huella;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Comunicación Complexo Hospitalario de Santiago;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Librería O Conde;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Párrocos de Adigna (Sanxenxo) y Simes (Meaño);FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Juan Carlos Núñez Taxidermia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;
Vaca Net TV.;FALSE;Una producción de;Production Companies;El desorden que dejas S01E03;
Gobierno de España;FALSE;Colaboración del;Production Companies;El desorden que dejas S01E03;
Netflix Worldwide Entertainment, LLC.;FALSE;;Production Companies;El desorden que dejas S01E03;
Eclair Studios Germany;FALSE;Studio;Miscellaneous Companies;El desorden que dejas S01E03;Dubbing studio
Ilse Layer;TRUE;Übersetzung;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Dr. Michael Nowka;TRUE;Dialogbuch;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Dr. Michael Nowka;TRUE;Dialogregie;Dubbing;El desorden que dejas S01E03;Dubbing_Directors
Christian Voigt;TRUE;Aufnahme;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Rabea Matthies;TRUE;Schnitt;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Nico Hohlfeld;TRUE;Schnitt;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Juliane Kiesel;TRUE;Aufnahmeleitung;Dubbing;El desorden que dejas S01E03;Dubbing_Production managers
Matthias Schwab;TRUE;Mischung;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Maximilian Fleming;TRUE;Produktionsleitung;Dubbing;El desorden que dejas S01E03;Dubbing_Production managers
Kaya Möller;TRUE;Raquel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Manja Doering;TRUE;Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Jannik Endemann;TRUE;Germán;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Amadeus Strobl;TRUE;Iago;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Max Felder;TRUE;Roi;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Oliver Siebeck;TRUE;Mauro;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Alice Bauer;TRUE;Nerea;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Hanns Jörg Krumpholz;TRUE;Tomas;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Gerrit Schmidt-Foß;TRUE;Gabriel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Philippa Jarke;TRUE;Tere;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Bernhard Völger;TRUE;Demetrio;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Sabina Trooger;TRUE;Claudia;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Daniel Gärtner;TRUE;Simón;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Ilka Teichmüller;TRUE;Isa;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Ilona Schulz;TRUE;Carmína;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Hans Bayer;TRUE;Virucas's Father;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Sascha Werginz;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Armin Schlagwein;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Betty Förster;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Annika Tenter;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Franziska Endres;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Alexander Gaida;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Nando Schmitz;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Dennis Sandmann;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Mario Klischies;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Stephan Baumecker;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Tilmar Kuhn;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Stefan Bräuler;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Harriet Kracht;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Anni C. Salander;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Georgios Tzitzikos;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Igloo Music;FALSE;Studio;Miscellaneous Companies;El desorden que dejas S01E03;Dubbing studio
Timothy Cubbison;TRUE;Production Supervisor;Dubbing;El desorden que dejas S01E03;Dubbing_Production managers
Austin Snyder;TRUE;Project Manager;Dubbing;El desorden que dejas S01E03;Dubbing_Production managers
Garrett Hanson;TRUE;Adapter;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Walter Ledesma;TRUE;Mixer;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Timothy Cubbison;TRUE;Dubbing Casting Lead;Dubbing;El desorden que dejas S01E03;Dubbing_Casting Directors
Gloria Iseli;TRUE;Dubbing Director;Dubbing;El desorden que dejas S01E03;Dubbing_Directors
Christina Diamantara;TRUE;Dubbing Director;Dubbing;El desorden que dejas S01E03;Dubbing_Directors
Gabriele Di Sazio;TRUE;Assistant Director;Dubbing;El desorden que dejas S01E03;Dubbing_Assistant Director
Alex B. Kim;TRUE;Assistant Director;Dubbing;El desorden que dejas S01E03;Dubbing_Assistant Director
Samuel Jay Richardson;TRUE;Assistant Director;Dubbing;El desorden que dejas S01E03;Dubbing_Assistant Director
Josh Greenfield;TRUE;Recordist;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Yoav Littman;TRUE;Recordist;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Mateo Barragan;TRUE;Recordist;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Erich Talaba;TRUE;Recordist;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Josh Greenfield;TRUE;Editor;Dubbing;El desorden que dejas S01E03;Dubbing_Editorial department
Simon Guevara;TRUE;Editor;Dubbing;El desorden que dejas S01E03;Dubbing_Editorial department
Noah Hubbell;TRUE;Editor;Dubbing;El desorden que dejas S01E03;Dubbing_Editorial department
Lok-I Lu;TRUE;Editor;Dubbing;El desorden que dejas S01E03;Dubbing_Editorial department
Katie Byrne;TRUE;Dubbing Assistant;Dubbing;El desorden que dejas S01E03;Dubbing_Additional Crew
Ronni Mardor;TRUE;Dubbing Assistant;Dubbing;El desorden que dejas S01E03;Dubbing_Additional Crew
Olivia Baptista;TRUE;Raquel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Paul Galliano;TRUE;Germán;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Sarah Elmaleh;TRUE;Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Josh Aikin;TRUE;Roi;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Sasha Jordan;TRUE;Iago;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Peter Jessop;TRUE;Mauro;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Freckle;TRUE;Tere;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Garrett Wagner;TRUE;Gabriel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Amber Brooke;TRUE;Nerea;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
David Haack;TRUE;Simón;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Catherine Cavadini;TRUE;Carmína;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Mark Englehardt;TRUE;Demetrio;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Richard Cansino;TRUE;Tomas;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Susan Papa;TRUE;Isa;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Brandon Bales;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Marley Estrada;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Julie Nathanson;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Jordan Tortorello;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Matt Anspach;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
John Bobek;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Riley Beres;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Jolene Andersen;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Hiventy;FALSE;Studio de Doublage;Miscellaneous Companies;El desorden que dejas S01E03;Dubbing studio
Romain Hammelburg;TRUE;Adaptation;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Mathieu Richer;TRUE;Directeur Artistique;Dubbing;El desorden que dejas S01E03;Dubbing_Art Directors
Damien Sauvestre;TRUE;Preneur de son;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Stéphane Pottier;TRUE;Mixage;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Chloé Renaud;TRUE;Raquel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Benjamin Lhommas;TRUE;German;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Myrtille Bakouche;TRUE;Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Joël Zaffarano;TRUE;Mauro;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Sandrine Moaligou;TRUE;Tere;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Tanguy Goasdoue;TRUE;Gabriel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Donald Reignoux;TRUE;Iago;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
SDI MEDIA;FALSE;Doppiaggio Italiano e Sonorizzazione;Miscellaneous Companies;El desorden que dejas S01E03;Dubbing studio
Daniela Inserra;TRUE;Direzione del doppiaggio;Dubbing;El desorden que dejas S01E03;Dubbing_Directors
Marco Liguori;TRUE;Dialoghi Italiani;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Francesca Manicone;TRUE;Raquel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Federica De Bortoli;TRUE;Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Massimo Triggiani;TRUE;Germán;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Alessio Nissolino;TRUE;Iago;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Manuel Meli;TRUE;Roi;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Lucrezia Marricchi;TRUE;Nerea;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Andrea Lavagnino;TRUE;Mauro;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Alessandro Budroni;TRUE;Demetrio;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Carolina Zaccarini;TRUE;Isa;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Gianni Giuliano;TRUE;Tomás;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Raffaele Carpentieri;TRUE;Simón;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Mirta Pepe;TRUE;Carmína;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Daniele Raffaeli;TRUE;Gabriel Acebedo;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
SDI Media;FALSE;Wersja polska;Miscellaneous Companies;El desorden que dejas S01E03;Dubbing studio
Magdalena Bartkiewicz;TRUE;Dialogi;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Piotr Makowski;TRUE;Lektor;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Agata Dąbrowska;TRUE;Koordynacja projektu;Dubbing;El desorden que dejas S01E03;Dubbing_Production managers
Audio Corp;FALSE;Estúdio;Miscellaneous Companies;El desorden que dejas S01E03;Dubbing studio
Mário Cardoso;TRUE;Direçāo de dublagem;Dubbing;El desorden que dejas S01E03;Dubbing_Directors
Cristina Nastasi;TRUE;Traduçāo;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Filipe Rodrigues;TRUE;Mixagem;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Georges Ribeiro;TRUE;Adaptaçāo;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Evie Saide;TRUE;Raquel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Ronaldo Júlio;TRUE;Mauro;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Carol Crespo;TRUE;Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
McKeidy Lisita;TRUE;Germán;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Isabela Quadros;TRUE;Carmen;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Lina Rossana;TRUE;Tere;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Pedro Crispim;TRUE;Roi;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Ana Elena;TRUE;Nerea;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Ítalo Luiz;TRUE;Iago;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Mário Cardoso;TRUE;Demetrio;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Sheila Dorfman;TRUE;Claudia;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Vânia Alexandre;TRUE;Concha;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Renato Rosenberg;TRUE;Ramón;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Isabel Lira;TRUE;Iria;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Rita Lopes;TRUE;Marga;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Márcia Morelli;TRUE;Isa;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Marcus Júnior;TRUE;Treinador;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Walmir Barbosa;TRUE;Pai da Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Melise Maia;TRUE;Carmína;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Marcus Júnior;TRUE;Gabriel Acebedo;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Ricardo Rossatto;TRUE;Tomás;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Ak'la Kara Stüdyolar?;FALSE;Stüdyo;Miscellaneous Companies;El desorden que dejas S01E03;Dubbing studio
Merve Özberk;TRUE;Proje Yöneticisi;Dubbing;El desorden que dejas S01E03;Dubbing_Production managers
Ortaç Besi;TRUE;Çevirmen;Dubbing;El desorden que dejas S01E03;Dubbing_Adaptors
Mahmut Buğra Yeniçeri;TRUE;Ses Kayıtçısı;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Mustafa Dikkol;TRUE;Ses Miksaj;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department
Esra Akkaya;TRUE;Raquel;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Fatih Gülnar;TRUE;Germán;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Elif Acehan;TRUE;Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Cem Kurtoğlu;TRUE;Mauro;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
İlker Güler;TRUE;Roi;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Harun Can;TRUE;Iago;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Seyhan Arman;TRUE;Tere;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
İlham Erdoğan;TRUE;Gabriel Acebedo;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Tugay Erverdi;TRUE;Simón;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Oğuz Toydemir;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
Canan Çiftel;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast
